item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Low Fat,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03437654,16.10,256.1356,5
Low Fat,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05327984,6.65,147.7734,5
Low Fat,NCN53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.05080882,5.18,33.6874,5
Regular,FDN04,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01407533,11.80,176.8344,5
Low Fat,NCP42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01617634,8.51,192.1478,5
Regular,FDY11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02968087,6.71,65.0142,5
Regular,FDW57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11585722,8.31,179.1028,5
Low Fat,NCN07,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.05681647,18.50,132.1284,5
Low Fat,FDJ46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04500603,11.10,174.0054,5
Low Fat,DRD24,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03092053,13.85,141.0154,5
Regular,FDR20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02823832,20.00,46.3744,5
Regular,FDS33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00000000,6.67,90.5514,5
Low Fat,FDS12,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.17510344,9.10,127.5362,5
Low Fat,FDR21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06692280,19.70,174.8370,5
Low Fat,FDT44,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.10319540,16.60,117.8466,5
Low Fat,FDK51,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.00876256,19.85,266.6884,5
Low Fat,FDK04,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.08755962,7.36,55.2588,5
Low Fat,NCZ53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.04096976,9.60,188.7214,5
Regular,FDV04,Frozen Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.25109475,7.83,156.6288,5
Regular,FDR22,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.03106999,19.35,112.0544,5
Low Fat,FDO24,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.17606902,11.10,156.7604,5
Low Fat,FDQ24,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07360540,15.70,249.6724,5
Low Fat,NCH29,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03444512,5.51,95.8726,5
Low Fat,NCW54,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.09633303,7.50,57.8588,5
Low Fat,NCP30,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03274142,20.50,40.4822,5
Low Fat,FDQ46,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.10372664,7.51,110.6544,5
Regular,DRC13,Soft Drinks,2015,OUT045,Tier 2,Large,Supermarket Type1,0.00000000,8.26,122.5730,5
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03945492,18.60,244.0802,5
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04952059,18.20,147.3734,5
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03628752,20.50,121.2756,5
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00000000,18.75,213.3218,5
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11431826,12.80,142.2838,5
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02928308,9.70,175.1370,5
Low Fat,FDW59,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02071200,13.15,82.7566,5
Low Fat,FDN32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01555743,17.50,184.7266,5
Low Fat,FDH48,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,13.50,88.0540,5
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,Large,Grocery Store,0.10526548,12.65,159.9578,5
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,Large,Grocery Store,0.05154466,13.85,142.5154,5
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,Large,Grocery Store,0.02442574,18.70,52.9324,5
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,Large,Grocery Store,0.19160333,5.43,87.0514,5
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,Large,Grocery Store,0.21468106,14.50,102.7332,5
Regular,FDU47,Breads,2011,OUT010,Tier 3,Large,Grocery Store,0.19056904,12.80,138.7838,5
Regular,FDA03,Dairy,2011,OUT010,Tier 3,Large,Grocery Store,0.07609704,18.50,145.8102,5
Regular,FDV57,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06584172,15.25,179.8660,5
Low Fat,FDT02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02429329,12.60,33.4874,5
Low Fat,DRD60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03738378,15.70,179.7634,5
Low Fat,FDV35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.12872826,19.50,155.3314,5
Low Fat,FDK14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04127324,6.98,82.4934,5
Low Fat,DRC27,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05833915,13.80,246.2802,5
Low Fat,NCL53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03638252,7.50,177.9028,5
Regular,FDK26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03230848,5.46,185.2240,5
Low Fat,NCP18,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.02876001,12.15,151.4708,5
Low Fat,FDY58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04008119,11.65,227.0694,5
Low Fat,NCB06,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08231651,17.60,160.6920,5
Regular,FDB36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00000000,5.47,132.5626,5
Low Fat,FDU22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09344160,12.35,119.1124,5
Low Fat,FDO57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10887918,20.75,161.5578,5
Low Fat,FDQ21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01945343,21.25,120.8756,5
Low Fat,DRG37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01940856,16.20,156.7972,5
Low Fat,FDB11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06094263,16.00,225.6404,5
Regular,FDL14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03220887,8.12,154.9972,5
Regular,FDQ01,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16095149,19.70,256.1014,5
Regular,FDW26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10722363,11.80,223.5772,5
Regular,FDI05,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12706697,8.35,76.5354,5
Regular,FDE17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05454016,20.10,152.1366,5
Regular,FDT19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14526636,7.59,172.9080,5
Regular,FDJ10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12970501,5.10,141.8838,5
Low Fat,DRH03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03511883,17.25,93.4120,5
Low Fat,FDQ12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03541075,12.65,231.4010,5
Low Fat,FDX43,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08527499,5.66,165.0500,5
Low Fat,NCG55,Household,2020,OUT017,Tier 2,Large,Supermarket Type1,0.00000000,16.25,115.2176,5
Low Fat,FDZ44,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.06482450,8.19,116.0808,5
Low Fat,DRK35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.12025630,8.37,39.2506,5
Low Fat,NCP29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.18791865,8.42,65.4168,5
Low Fat,NCZ29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.11946119,15.00,126.3362,5
Low Fat,NCS30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.15570680,5.95,127.9652,5
Low Fat,NCA42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.04778448,6.97,158.8604,5
Low Fat,NCH55,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.05803435,16.35,124.8020,5
Low Fat,FDT58,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.14387057,9.00,169.4816,5
Low Fat,FDZ45,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.11193669,14.10,198.8084,5
Low Fat,FDO57,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.18195852,20.75,161.0578,5
Regular,FDT12,Baking Goods,2011,OUT010,Tier 3,Large,Grocery Store,0.08305656,6.22,224.4062,5
Regular,FDW12,Baking Goods,2011,OUT010,Tier 3,Large,Grocery Store,0.05954054,8.32,143.6444,5
Regular,FDC51,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00961385,10.90,122.9730,5
Low Fat,DRK35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07195820,8.37,38.0506,4
Regular,FDB56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07461309,8.75,187.4556,4
Low Fat,FDP09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03402791,19.75,212.0902,4
Low Fat,FDG02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01130704,7.86,188.5188,4
Regular,FDM15,Meat,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05737380,11.80,151.4366,4
Low Fat,FDT43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02063165,16.35,50.1324,4
Regular,FDG28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04955904,9.29,246.4144,4
Low Fat,FDG24,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01461897,7.98,85.2250,4
Low Fat,FDQ56,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.10550944,6.59,85.6908,4
Low Fat,FDX23,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02969176,6.45,92.6436,4
Regular,FDR44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10292089,6.11,130.4968,4
Regular,FDU01,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01199527,20.25,184.5924,4
Regular,FDP59,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05658023,20.85,105.6648,4
Low Fat,NCV17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01619866,18.85,129.2626,4
Low Fat,FDZ15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02087074,13.10,117.3782,4
Low Fat,FDA36,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.00567788,5.99,184.8924,4
Low Fat,FDV51,Meat,2011,OUT010,Tier 3,Small,Grocery Store,0.05446344,16.35,163.8842,4
Low Fat,NCK54,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00000000,12.15,117.8150,4
Low Fat,FDE16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02638467,8.90,208.9954,4
Low Fat,NCL19,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01567327,15.35,145.0470,4
Low Fat,NCG43,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00000000,20.20,94.1462,5
Low Fat,NCJ30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08096897,5.82,171.3790,4
Regular,FDJ57,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02156957,7.42,184.8582,4
Low Fat,NCE31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.18484358,7.67,33.1216,4
Low Fat,FDV07,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00000000,9.50,110.4228,4
Low Fat,FDD04,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.09015376,16.00,143.2154,4
Low Fat,DRL47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00000000,19.70,125.9362,4
Low Fat,NCB30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02574296,14.60,197.1084,4
Low Fat,NCI18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01404583,18.35,222.7746,4
Low Fat,NCP06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03930682,20.70,150.7366,4
Low Fat,NCO02,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00000000,11.15,65.0142,4
Low Fat,DRE37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09436608,13.50,190.9872,4
Low Fat,DRD24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03084296,13.85,143.1154,4
Low Fat,DRL37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05345516,15.50,43.6770,4
Regular,FDJ12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03910181,8.90,208.8296,4
Regular,FDX11,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10691805,16.00,183.5634,4
Regular,FDJ60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06262564,19.35,165.3184,4
Regular,FDB37,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02297649,20.25,240.3538,4
Regular,FDC51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00963682,10.90,121.8730,4
Regular,FDY15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.17109364,18.25,155.6630,4
Regular,FDV04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15024847,7.83,155.2288,4
Regular,FDB56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07474323,8.75,187.6556,4
Regular,FDY20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08187986,12.50,91.7488,4
Regular,FDK32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04905172,16.25,152.4682,4
Regular,FDP44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07983751,16.50,102.1332,4
Regular,FDS32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02970002,17.75,140.3838,4
Regular,FDM58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00000000,16.85,110.0544,4
Low Fat,NCP43,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03050705,17.75,180.3660,4
Regular,FDK60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09424664,16.50,98.9068,4
Regular,FDS59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04407225,14.80,109.0570,4
Regular,FDN25,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06142474,7.90,57.7588,4
Regular,FDG38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00000000,8.98,84.9224,4
Regular,FDM02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07403542,12.50,87.9198,4
Regular,FDY28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.15277077,7.47,214.4218,4
Regular,FDT16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04886059,9.90,260.2278,4
Regular,FDQ40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03617429,11.10,176.0712,4
Regular,FDU28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09430093,19.20,187.5214,4
Regular,FDC57,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05481693,20.10,194.2820,4
Regular,FDN46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.14522065,7.21,103.1332,4
Regular,FDT10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06229725,16.70,60.6562,4
Low Fat,FDZ33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10783454,10.20,146.5076,4
Regular,FDU28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.09444959,19.20,187.8214,4
Regular,FDE51,Dairy,2011,OUT010,Tier 3,Small,Grocery Store,0.16146653,5.93,45.5086,4
Low Fat,FDU02,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10251150,13.35,230.6352,4
Low Fat,FDA46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11781835,13.60,192.9136,4
Regular,FDL12,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.12153150,15.85,59.2220,4
Low Fat,FDQ10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03323082,12.85,172.3422,4
Regular,FDZ16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.16076005,16.85,192.4478,4
Regular,FDR28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02600198,13.85,161.5210,4
Low Fat,FDX20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04256025,7.37,226.1720,4
Low Fat,DRF49,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07107794,7.27,114.2518,4
Regular,DRL01,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.07760884,19.50,233.4958,4
Regular,FDB35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.06475003,12.30,92.6804,4
Low Fat,NCN55,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05958300,14.60,238.8538,4
Low Fat,FDG52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06573288,13.65,45.7402,4
Regular,FDR44,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.00000000,6.11,131.2968,4
Low Fat,FDX15,Meat,2014,OUT013,Tier 3,Large,Supermarket Type1,0.15616879,17.20,160.6578,4
Low Fat,DRJ13,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06283797,12.65,161.5578,4
Regular,FDT39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00986605,6.26,151.1366,4
Low Fat,FDE08,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.08255104,18.20,147.3734,4
Low Fat,NCQ54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01254000,17.70,167.0474,4
Low Fat,FDX19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09671552,19.10,235.0958,4
Regular,FDS33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12342859,6.67,89.1514,4
Low Fat,DRI37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10776517,15.85,59.5904,4
Regular,FDU09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06670068,7.71,55.2956,4
Regular,FDH26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03469974,19.25,141.7496,4
Regular,FDL51,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04768483,20.70,212.5876,4
Low Fat,NCA54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.03671591,16.50,180.0318,4
Low Fat,FDB34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02660478,15.25,86.2198,4
Low Fat,FDU38,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08254990,10.80,193.7504,4
Low Fat,FDR02,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02206568,16.70,110.5886,4
Low Fat,FDU14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03475265,17.75,248.7750,4
Low Fat,FDK28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06558991,5.70,258.2646,4
Low Fat,FDR04,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02256698,7.08,97.3068,4
Low Fat,FDL08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04971903,10.80,246.7144,4
Low Fat,FDG57,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07229836,14.70,48.2034,4
Low Fat,FDF32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00000000,16.35,198.5426,4
Low Fat,FDL20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00000000,17.10,111.9886,4
Low Fat,DRI49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.18425483,14.15,82.4276,4
Low Fat,DRD13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04927939,15.00,65.7168,4
Low Fat,DRI37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10803619,15.85,57.3904,4
Low Fat,DRG13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03733763,17.25,163.7526,4
Regular,FDX48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03804223,17.75,154.2656,4
Regular,FDX47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03474531,6.55,158.8288,4
Regular,FDL13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05654799,13.85,232.7300,4
Regular,FDA37,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05545173,7.81,122.6046,4
Regular,FDP13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.13487073,8.10,41.9480,4
Regular,FDQ25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02839188,8.63,173.9422,4
Regular,FDE14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03157325,13.65,99.4700,4
Regular,FDA01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05459977,15.00,59.4904,4
Regular,FDW38,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.13924492,5.33,53.0298,4
Regular,FDJ03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07268982,12.35,48.7692,4
Regular,FDK03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07422156,12.60,255.9356,4
Regular,FDC40,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06532893,16.00,78.4986,4
Regular,FDT26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06823032,18.85,121.0440,4
Regular,FDM16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03369209,8.16,76.2354,4
Regular,FDH05,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09128399,14.35,232.6984,4
Regular,FDO31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02910075,6.76,80.6960,4
Regular,FDN08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00000000,7.72,117.7466,4
Regular,FDQ27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04443289,5.19,102.8990,4
Low Fat,DRC27,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05809148,13.80,245.1802,4
Regular,FDL58,Snack Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.00000000,5.78,263.7568,4
Low Fat,DRJ51,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08797726,14.10,229.0668,4
Regular,FDY03,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.07627621,17.60,110.9202,4
Low Fat,FDG29,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05624508,17.60,43.3454,4
Low Fat,DRP47,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.14139863,15.75,250.5382,4
Low Fat,FDB53,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.13973523,13.35,147.5392,4
Regular,FDM01,Breakfast,2020,OUT017,Tier 2,Small,Supermarket Type1,0.09510209,7.90,104.4332,4
Regular,FDR59,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.06399307,14.50,260.4594,4
Low Fat,FDH27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05834694,7.08,142.2128,4
Regular,FDF11,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01762789,10.20,239.6538,4
Low Fat,FDZ27,Dairy,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01719106,7.94,51.5350,4
Regular,FDL51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04756521,20.70,213.4876,4
Low Fat,DRH15,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,8.78,45.9428,4
Regular,FDE11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13530601,17.70,183.7924,4
Low Fat,NCD54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02905405,21.10,144.6786,4
Low Fat,FDB50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.15361857,13.00,79.6986,4
Low Fat,NCN30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01699320,16.35,95.7410,4
Low Fat,FDV15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14617245,10.30,103.3648,4
Low Fat,FDZ12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.10297882,9.17,144.9470,4
Low Fat,FDS23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14088911,4.64,127.0994,4
Low Fat,FDR35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02069772,12.50,198.8742,4
Low Fat,FDX13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04778296,7.73,249.1092,4
Low Fat,FDG02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01126117,7.86,189.5188,4
Low Fat,FDO50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07816874,16.25,91.3804,4
Low Fat,FDC28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05498692,7.91,108.6254,4
Low Fat,FDH41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08201152,9.00,213.3534,4
